age,workclass,educational_num,marital_status,capital_gain,capital_loss,num_visits_store_last_year,native_country,is_weekend,educational,buy_the_new_product
57,Self-emp-not-inc,6,Husband,0,0,8,United-States,0, 10th,0
47,Private,10,Not-in-family,0,0,60,United-States,0,Some-college,0
58,Local-gov,5,Husband,0,0,40,United-States,1,9th,0
55,Private,7,Unmarried,0,0,40,United-States,0,11th,0
52,Private,10,Husband,0,0,55,United-States,0,Some-college,0
29,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
42,Private,14,Not-in-family,0,0,40,United-States,0,Masters,0
23,Private,9,Not-in-family,0,0,60,United-States,0,HS-grad,0
23,Private,8,Not-in-family,0,0,30,United-States,0,12th,0
46,Self-emp-not-inc,11,Husband,0,0,60,United-States,0,Assoc-voc,0
30,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
43,Self-emp-not-inc,13,Wife,0,1887,70,United-States,1,Bachelor,1
25,Private,10,Own-child,0,0,30,United-States,0,Some-college,0
32,Private,9,Husband,0,0,80,United-States,1,HS-grad,1
56,Private,5,Husband,0,0,40,United-States,0,9th,0
33,Private,9,Husband,0,0,43,United-States,0,HS-grad,0
19,State-gov,10,Own-child,0,0,10,United-States,0,Some-college,0
20,Private,10,Own-child,0,0,18,United-States,0,Some-college,0
34,Private,10,Husband,0,0,40,United-States,0,Some-college,0
34,Private,5,Unmarried,0,0,40,United-States,0,9th,0
55,Self-emp-not-inc,9,Husband,0,0,40,United-States,0,HS-grad,0
55,Private,5,Wife,0,0,23,United-States,0,9th,0
31,Private,10,Not-in-family,0,0,45,United-States,0,Some-college,0
30,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
31,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
51,Private,9,Not-in-family,0,1876,40,United-States,0,HS-grad,0
59,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
58,Private,9,Unmarried,0,0,36,United-States,0,HS-grad,0
40,Private,5,Husband,0,0,40,United-States,0,9th,0
54,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
25,Local-gov,13,Husband,0,1977,40,United-States,1,Bachelor,1
18,Self-emp-inc,7,Own-child,0,0,30,United-States,0,11th,0
41,Private,10,Husband,0,0,40,United-States,0,Some-college,0
57,Private,6,Unmarried,0,0,40,United-States,0, 10th,0
37,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
46,Private,9,Unmarried,0,0,24,United-States,0,HS-grad,0
39,Private,9,Own-child,0,0,38,United-States,0,HS-grad,0
19,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
41,Private,12,Husband,0,0,40,United-States,0,Assoc-admn,0
54,Private,9,Not-in-family,0,0,41,United-States,0,HS-grad,0
39,Private,14,Husband,0,0,40,United-States,1,Masters,1
41,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
26,Private,15,Not-in-family,0,0,30,United-States,0,Prof-school,0
57,Self-emp-inc,9,Husband,0,0,50,United-States,0,HS-grad,0
33,Local-gov,10,Husband,0,0,40,United-States,1,Some-college,1
56,Private,10,Husband,0,0,40,United-States,1,Some-college,1
60,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
22,Private,9,Not-in-family,0,0,70,United-States,0,HS-grad,0
58,Private,8,Other-relative,0,0,40,United-States,0,12th,0
48,Federal-gov,14,Not-in-family,10520,0,50,United-States,1,Masters,1
45,Local-gov,14,Husband,7688,0,55,United-States,1,Masters,1
18,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
56,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
48,Self-emp-inc,9,Husband,0,0,60,United-States,1,HS-grad,1
40,Private,13,Not-in-family,0,2258,48,Philippines,0,Bachelor,0
38,Private,9,Not-in-family,0,0,32,United-States,0,HS-grad,0
58,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
23,Private,10,Own-child,0,0,50,United-States,0,Some-college,0
63,Private,10,Husband,0,0,40,?,0,Some-college,0
51,Private,13,Not-in-family,0,0,45,United-States,0,Bachelor,0
22,?,3,Wife,0,0,40,Mexico,0,5th-6th,0
44,Private,9,Husband,0,0,70,United-States,0,HS-grad,0
46,Federal-gov,10,Not-in-family,0,0,40,United-States,0,Some-college,0
64,State-gov,13,Husband,0,0,40,United-States,0,Bachelor,0
32,Private,13,Husband,0,0,40,England,1,Bachelor,1
31,Private,10,Husband,0,0,40,United-States,0,Some-college,0
36,Private,11,Husband,0,0,50,United-States,1,Assoc-voc,1
21,Private,9,Not-in-family,0,0,50,United-States,0,HS-grad,0
30,Private,10,Husband,0,0,40,United-States,1,Some-college,0
31,Private,11,Not-in-family,0,0,40,United-States,0,Assoc-voc,0
54,Private,9,Husband,0,2051,50,United-States,0,HS-grad,0
59,Local-gov,5,Husband,0,0,40,United-States,1,9th,0
28,Local-gov,14,Wife,0,0,20,United-States,1,Masters,1
57,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
44,Private,9,Husband,0,0,45,United-States,0,HS-grad,0
53,Self-emp-inc,10,Not-in-family,0,0,60,United-States,0,Some-college,0
58,Self-emp-not-inc,10,Husband,0,0,60,United-States,0,Some-college,1
19,Private,10,Own-child,0,0,20,United-States,0,Some-college,0
39,Self-emp-inc,12,Husband,0,0,50,United-States,0,Assoc-admn,1
31,Self-emp-inc,10,Wife,0,0,70,South,1,Some-college,0
27,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
46,Local-gov,5,Unmarried,0,0,40,United-States,0,9th,0
37,Self-emp-not-inc,14,Not-in-family,0,0,40,United-States,0,Masters,0
27,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
33,Private,10,Not-in-family,0,0,55,United-States,0,Some-college,0
20,Private,10,Own-child,0,0,16,United-States,0,Some-college,0
55,Private,9,Not-in-family,0,0,45,United-States,0,HS-grad,0
39,Private,12,Not-in-family,0,0,40,United-States,0,Assoc-admn,0
41,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
30,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
39,Self-emp-inc,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
28,Private,9,Unmarried,0,0,50,United-States,1,HS-grad,0
25,Private,10,Own-child,0,0,24,United-States,0,Some-college,0
31,Private,9,Husband,0,0,50,United-States,0,HS-grad,0
51,Private,9,Husband,0,0,60,United-States,0,HS-grad,0
24,Private,13,Own-child,0,0,40,United-States,0,Bachelor,0
70,Private,9,Not-in-family,0,0,32,United-States,0,HS-grad,0
23,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
61,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
45,Self-emp-not-inc,4,Husband,0,0,55,United-States,1,7th - 8th,1
47,Private,9,Husband,4064,0,60,United-States,0,HS-grad,0
56,Private,10,Not-in-family,0,0,50,United-States,0,Some-college,0
79,Private,16,Husband,20051,0,35,El-Salvador,1,Doctorate,1
20,Private,10,Own-child,0,0,15,United-States,0,Some-college,0
30,Private,9,Unmarried,0,0,40,Vietnam,0,HS-grad,0
27,Private,13,Husband,0,0,25,?,0,Bachelor,0
40,Private,13,Husband,0,0,40,United-States,1,Bachelor,1
60,?,9,Husband,0,0,5,United-States,0,HS-grad,0
58,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
71,Self-emp-not-inc,15,Husband,0,0,2,United-States,0,Prof-school,0
50,Private,15,Husband,0,0,60,United-States,1,Prof-school,1
29,Local-gov,10,Not-in-family,0,0,40,Iran,0,Some-college,0
33,Private,6,Unmarried,3418,0,35,United-States,1, 10th,0
60,State-gov,9,Husband,0,0,40,United-States,1,HS-grad,1
33,Private,12,Not-in-family,0,0,50,United-States,0,Assoc-admn,0
43,Private,13,Wife,0,0,35,?,1,Bachelor,1
33,Private,6,Unmarried,0,0,40,United-States,0, 10th,0
33,Private,9,Wife,0,0,52,United-States,0,HS-grad,0
32,State-gov,9,Husband,0,0,45,United-States,0,HS-grad,0
21,Private,10,Own-child,0,0,9,United-States,0,Some-college,0
38,Private,9,Wife,0,0,40,United-States,0,HS-grad,0
38,Private,10,Wife,0,0,35,United-States,1,Some-college,1
39,State-gov,10,Unmarried,0,0,30,United-States,0,Some-college,0
17,Private,7,Own-child,0,0,15,United-States,0,11th,0
21,Private,10,Husband,0,0,40,United-States,0,Some-college,0
42,Private,10,Husband,0,0,20,United-States,1,Some-college,1
42,Private,9,Wife,0,0,40,United-States,1,HS-grad,1
36,Private,7,Not-in-family,0,0,40,United-States,0,11th,0
32,Private,10,Not-in-family,0,0,50,United-States,1,Some-college,1
37,Self-emp-not-inc,13,Husband,0,0,40,United-States,1,Bachelor,1
28,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
37,Private,11,Husband,0,0,40,United-States,1,Assoc-voc,0
50,Private,9,Unmarried,0,0,60,Puerto-Rico,0,HS-grad,0
49,Private,7,Husband,0,0,40,United-States,0,11th,0
40,Private,14,Husband,0,0,40,United-States,1,Masters,1
40,Private,10,Husband,0,0,40,United-States,0,Some-college,0
49,Private,10,Husband,0,0,40,United-States,0,Some-college,0
35,Federal-gov,14,Not-in-family,8614,0,40,United-States,1,Masters,1
33,Local-gov,9,Unmarried,0,0,40,United-States,0,HS-grad,0
24,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
41,Private,14,Not-in-family,0,0,40,United-States,0,Masters,0
43,Private,10,Husband,0,0,40,Jamaica,1,Some-college,1
36,Self-emp-not-inc,9,Husband,0,1902,60,United-States,0,HS-grad,1
84,Self-emp-not-inc,13,Husband,0,0,20,United-States,0,Bachelor,0
23,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
41,Private,13,Husband,0,0,50,United-States,1,Bachelor,1
55,Self-emp-inc,9,Husband,0,1977,45,United-States,1,HS-grad,1
30,Self-emp-not-inc,10,Not-in-family,0,0,45,United-States,0,Some-college,0
46,Private,12,Husband,0,0,40,India,0,Assoc-admn,0
55,Private,10,Husband,0,1902,40,United-States,1,Some-college,1
34,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
54,Self-emp-not-inc,14,Not-in-family,0,0,60,United-States,0,Masters,0
27,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
52,Local-gov,14,Wife,0,0,40,United-States,1,Masters,1
36,Private,10,Wife,99999,0,40,United-States,1,Some-college,1
25,Self-emp-not-inc,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
52,Private,13,Husband,0,0,55,United-States,1,Bachelor,1
24,Private,9,Not-in-family,0,0,50,United-States,0,HS-grad,0
36,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
31,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
66,?,10,Husband,0,0,20,United-States,0,Some-college,0
90,Self-emp-not-inc,13,Husband,10566,0,50,United-States,0,Bachelor,0
67,Private,14,Husband,20051,0,60,United-States,1,Masters,1
22,Self-emp-inc,4,Husband,2580,0,40,United-States,0,7th - 8th,0
47,Private,10,Not-in-family,0,0,35,United-States,0,Some-college,0
32,Private,13,Husband,0,1887,55,United-States,1,Bachelor,1
55,Self-emp-not-inc,4,Husband,0,0,50,United-States,0,7th - 8th,0
32,Private,9,Not-in-family,0,0,35,United-States,0,HS-grad,0
48,Private,10,Other-relative,0,0,40,United-States,0,Some-college,0
21,Private,9,Husband,0,0,35,United-States,0,HS-grad,0
33,Private,12,Own-child,0,0,40,United-States,0,Assoc-admn,0
27,Private,10,Not-in-family,0,0,48,?,0,Some-college,0
47,Private,11,Not-in-family,0,0,40,United-States,0,Assoc-voc,0
18,Private,7,Own-child,0,0,24,United-States,0,11th,0
44,Self-emp-inc,9,Husband,0,0,60,United-States,0,HS-grad,1
23,Private,10,Own-child,0,0,37,Mexico,0,Some-college,0
18,Private,6,Own-child,0,0,35,United-States,0, 10th,0
56,Private,9,Husband,0,0,50,United-States,0,HS-grad,0
24,Private,13,Own-child,0,0,35,United-States,0,Bachelor,0
43,Private,13,Husband,0,0,40,United-States,1,Bachelor,1
23,Private,13,Own-child,0,0,60,United-States,0,Bachelor,0
26,Private,10,Own-child,0,0,42,United-States,0,Some-college,0
42,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
23,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
53,Self-emp-not-inc,6,Husband,0,0,40,United-States,0, 10th,0
51,Private,9,Husband,4386,0,55,United-States,1,HS-grad,1
40,Private,9,Own-child,0,0,25,United-States,0,HS-grad,0
27,Private,13,Not-in-family,0,0,50,United-States,0,Bachelor,0
24,Local-gov,10,Not-in-family,0,0,60,United-States,0,Some-college,0
42,Private,9,Other-relative,0,0,40,United-States,0,HS-grad,0
41,Private,9,Unmarried,0,0,40,United-States,0,HS-grad,0
23,Private,10,Own-child,0,0,10,United-States,0,Some-college,0
42,Self-emp-not-inc,14,Husband,0,0,65,United-States,0,Masters,0
38,Private,9,Husband,0,0,40,United-States,1,HS-grad,1
63,Self-emp-not-inc,4,Husband,0,0,30,United-States,0,7th - 8th,0
31,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
18,Self-emp-not-inc,7,Own-child,0,0,4,United-States,0,11th,0
21,Private,10,Own-child,0,0,30,United-States,0,Some-college,0
24,Private,13,Other-relative,0,0,40,Philippines,0,Bachelor,0
55,Private,10,Husband,0,0,40,United-States,1,Some-college,0
20,Private,5,Unmarried,114,0,20,United-States,0,9th,0
31,Private,10,Own-child,0,0,30,United-States,0,Some-college,0
23,Private,10,Own-child,0,0,20,United-States,0,Some-college,0
35,Private,9,Husband,0,0,40,Mexico,0,HS-grad,0
51,Self-emp-not-inc,10,Husband,0,0,60,United-States,0,Some-college,0
19,Private,10,Own-child,0,0,30,United-States,0,Some-college,0
38,Local-gov,9,Not-in-family,0,0,56,United-States,0,HS-grad,0
52,Local-gov,9,Husband,0,2051,40,United-States,0,HS-grad,0
70,Self-emp-not-inc,15,Husband,0,0,25,United-States,0,Prof-school,0
53,Private,6,Not-in-family,0,0,40,United-States,0, 10th,0
59,Private,16,Husband,0,0,40,United-States,1,Doctorate,1
39,Private,10,Husband,0,0,43,United-States,0,Some-college,0
18,Private,8,Own-child,0,0,20,United-States,0,12th,0
41,?,9,Not-in-family,0,0,30,United-States,0,HS-grad,0
19,?,10,Own-child,0,0,10,United-States,0,Some-college,0
24,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
25,Private,9,Not-in-family,0,0,38,United-States,0,HS-grad,0
32,Private,10,Not-in-family,0,0,40,Jamaica,0,Some-college,0
34,Self-emp-not-inc,9,Husband,0,1902,60,United-States,1,HS-grad,1
35,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
50,Private,9,Husband,7298,0,45,United-States,1,HS-grad,1
18,Private,9,Own-child,0,0,20,United-States,0,HS-grad,0
37,Private,9,Not-in-family,0,0,42,United-States,1,HS-grad,0
30,Private,10,Unmarried,0,0,36,United-States,0,Some-college,0
40,Self-emp-inc,14,Wife,15024,0,30,Iran,1,Masters,1
22,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
50,Local-gov,10,Unmarried,0,0,28,United-States,0,Some-college,0
70,Private,9,Not-in-family,0,0,23,United-States,0,HS-grad,0
43,Private,14,Husband,0,0,40,United-States,1,Masters,1
77,Self-emp-not-inc,10,Not-in-family,0,0,40,United-States,0,Some-college,0
30,Self-emp-not-inc,9,Husband,0,0,40,United-States,0,HS-grad,0
33,Private,10,Husband,0,0,39,United-States,0,Some-college,0
51,Private,10,Husband,0,1902,50,United-States,1,Some-college,1
58,State-gov,14,Husband,0,1977,50,United-States,1,Masters,1
22,Private,10,Own-child,0,0,12,United-States,0,Some-college,0
33,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
27,Private,7,Husband,0,0,40,United-States,0,11th,0
35,Private,10,Not-in-family,0,0,60,United-States,0,Some-college,0
32,Private,10,Not-in-family,0,0,55,United-States,0,Some-college,0
41,Private,13,Wife,0,0,25,United-States,1,Bachelor,1
37,Private,10,Husband,0,0,40,United-States,1,Some-college,0
17,Private,7,Own-child,0,0,15,United-States,0,11th,0
50,Private,13,Not-in-family,0,0,55,United-States,1,Bachelor,1
31,?,9,Husband,0,0,40,Philippines,0,HS-grad,0
54,State-gov,9,Unmarried,0,0,38,United-States,0,HS-grad,0
23,State-gov,9,Own-child,0,0,40,United-States,0,HS-grad,0
40,Private,13,Unmarried,0,0,20,United-States,0,Bachelor,0
29,Private,13,Husband,5013,0,40,Germany,0,Bachelor,0
38,Private,9,Not-in-family,0,0,35,?,1,HS-grad,0
30,Private,11,Husband,0,0,55,United-States,0,Assoc-voc,0
20,Private,10,Own-child,0,0,8,India,0,Some-college,0
43,Self-emp-not-inc,10,Husband,0,0,50,United-States,0,Some-college,0
25,Private,10,Own-child,0,0,25,United-States,0,Some-college,0
39,Private,14,Husband,0,0,50,United-States,1,Masters,1
48,Private,12,Husband,0,0,50,United-States,1,Assoc-admn,1
41,Self-emp-not-inc,9,Unmarried,0,0,40,United-States,0,HS-grad,0
24,Private,13,Not-in-family,0,0,30,United-States,0,Bachelor,0
20,Private,10,Own-child,0,0,40,Yugoslavia,0,Some-college,0
25,Private,10,Not-in-family,0,0,40,United-States,0,Some-college,0
57,Private,10,Husband,0,0,40,United-States,1,Some-college,1
39,Private,10,Wife,0,0,35,Puerto-Rico,1,Some-college,1
66,Private,13,Husband,0,0,40,United-States,1,Bachelor,1
34,Private,10,Unmarried,0,0,40,United-States,0,Some-college,0
36,Private,13,Not-in-family,14084,0,40,United-States,1,Bachelor,1
46,Private,9,Wife,0,0,40,United-States,0,HS-grad,0
42,Local-gov,14,Unmarried,0,0,45,United-States,0,Masters,0
46,Private,9,Husband,0,1902,70,Canada,1,HS-grad,1
34,Local-gov,9,Own-child,0,0,40,United-States,0,HS-grad,0
43,Private,10,Wife,0,0,40,United-States,0,Some-college,0
42,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
31,Private,13,Not-in-family,0,0,48,United-States,0,Bachelor,0
70,?,10,Husband,0,0,30,United-States,0,Some-college,0
32,Private,10,Husband,0,0,40,United-States,0,Some-college,0
46,Federal-gov,9,Husband,0,0,40,Germany,1,HS-grad,1
42,Self-emp-inc,4,Unmarried,0,0,25,United-States,0,7th - 8th,0
21,Private,11,Own-child,0,0,40,United-States,0,Assoc-voc,0
24,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
23,Private,9,Other-relative,0,0,55,United-States,0,HS-grad,0
50,Local-gov,14,Husband,7298,0,40,United-States,1,Masters,1
37,Private,10,Unmarried,0,0,45,United-States,0,Some-college,0
19,?,7,Unmarried,0,0,30,United-States,0,11th,0
44,Federal-gov,12,Husband,0,0,40,United-States,1,Assoc-admn,1
29,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
30,Private,11,Wife,0,0,24,United-States,0,Assoc-voc,0
36,Private,10,Husband,0,0,44,United-States,0,Some-college,0
49,Self-emp-not-inc,13,Not-in-family,0,0,45,United-States,0,Bachelor,0
29,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
45,Local-gov,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
75,State-gov,16,Husband,0,0,20,United-States,1,Doctorate,1
42,Private,9,Not-in-family,0,0,40,?,0,HS-grad,0
37,Private,12,Not-in-family,0,0,40,United-States,1,Assoc-admn,0
51,Private,13,Husband,0,0,25,United-States,1,Bachelor,0
61,Local-gov,9,Husband,0,0,48,United-States,0,HS-grad,0
33,Private,12,Unmarried,2174,0,55,?,0,Assoc-admn,0
50,Local-gov,9,Husband,0,0,40,United-States,0,HS-grad,0
59,Private,9,Not-in-family,0,0,40,United-States,1,HS-grad,0
25,Private,9,Unmarried,0,0,30,United-States,0,HS-grad,0
22,Private,9,Own-child,0,0,16,United-States,0,HS-grad,0
56,Private,10,Husband,0,0,40,United-States,1,Some-college,1
44,Private,13,Unmarried,0,0,40,United-States,0,Bachelor,0
35,Private,11,Husband,0,0,50,United-States,0,Assoc-voc,0
57,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
47,Self-emp-not-inc,9,Husband,15024,0,50,United-States,1,HS-grad,1
27,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
50,Self-emp-not-inc,9,Husband,0,2051,20,United-States,0,HS-grad,0
30,Private,13,Own-child,0,0,40,?,0,Bachelor,0
46,Private,7,Husband,0,0,40,United-States,0,11th,0
48,Self-emp-inc,15,Husband,0,0,60,United-States,1,Prof-school,1
61,Private,13,Not-in-family,0,0,40,United-States,1,Bachelor,1
33,Private,9,Not-in-family,0,0,87,United-States,0,HS-grad,0
40,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
58,Self-emp-inc,10,Husband,0,0,65,United-States,1,Some-college,1
46,Self-emp-inc,14,Husband,0,2392,50,United-States,1,Masters,1
35,Private,10,Husband,0,0,40,United-States,1,Some-college,1
51,Self-emp-inc,10,Unmarried,0,0,50,United-States,0,Some-college,0
37,Private,8,Own-child,0,0,40,United-States,1,12th,0
64,Private,14,Husband,0,2057,60,China,0,Masters,0
41,Private,9,Not-in-family,0,0,54,United-States,0,HS-grad,0
18,Private,7,Own-child,594,0,30,United-States,0,11th,0
44,Self-emp-not-inc,7,Husband,0,0,88,United-States,0,11th,0
41,State-gov,13,Wife,0,0,48,United-States,1,Bachelor,1
33,State-gov,10,Not-in-family,10520,0,40,United-States,1,Some-college,1
37,Private,5,Unmarried,0,0,16,Mexico,0,9th,0
34,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
24,Federal-gov,13,Own-child,0,0,40,?,0,Bachelor,0
20,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
38,Private,13,Husband,0,0,40,United-States,1,Bachelor,0
28,Private,11,Not-in-family,0,0,40,United-States,0,Assoc-voc,0
20,Self-emp-not-inc,9,Own-child,0,0,45,United-States,0,HS-grad,0
22,Federal-gov,13,Own-child,0,0,8,United-States,0,Bachelor,0
55,Private,13,Unmarried,0,0,73,United-States,0,Bachelor,0
20,Private,10,Not-in-family,0,0,35,United-States,0,Some-college,0
26,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
20,Self-emp-inc,9,Own-child,0,0,70,United-States,0,HS-grad,0
40,Private,5,Not-in-family,0,0,40,United-States,0,9th,0
33,Private,9,Husband,0,0,50,United-States,1,HS-grad,1
54,?,10,Own-child,0,0,50,United-States,0,Some-college,0
24,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
25,Private,10,Own-child,0,0,46,United-States,0,Some-college,0
18,Private,7,Own-child,0,0,8,United-States,0,11th,0
49,Self-emp-not-inc,9,Husband,0,0,60,United-States,0,HS-grad,0
17,Private,8,Own-child,0,0,17,United-States,0,12th,0
34,Self-emp-not-inc,11,Husband,0,0,45,United-States,0,Assoc-voc,0
37,Private,13,Husband,0,0,45,United-States,1,Bachelor,1
49,Federal-gov,10,Husband,0,0,40,United-States,1,Some-college,1
74,Private,9,Not-in-family,15831,0,40,United-States,1,HS-grad,1
37,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
20,Private,7,Husband,0,1573,40,United-States,0,11th,0
40,Private,9,Wife,0,0,35,United-States,1,HS-grad,1
34,Private,13,Not-in-family,27828,0,40,United-States,1,Bachelor,1
30,Private,15,Husband,0,1740,40,Haiti,1,Prof-school,0
44,Private,9,Not-in-family,0,0,40,Puerto-Rico,1,HS-grad,0
40,Private,6,Wife,0,0,32,United-States,0, 10th,0
58,Private,9,Wife,0,0,40,Greece,0,HS-grad,0
44,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
42,Private,10,Husband,0,0,25,United-States,1,Some-college,1
39,Private,9,Not-in-family,0,0,18,United-States,0,HS-grad,0
19,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
41,Private,14,Husband,15024,0,70,United-States,1,Masters,1
29,State-gov,14,Not-in-family,0,0,40,United-States,0,Masters,0
34,Federal-gov,10,Other-relative,0,0,40,United-States,1,Some-college,0
38,?,10,Husband,0,0,15,United-States,0,Some-college,0
27,Private,1,Other-relative,41310,0,24,Mexico,0,Preschool,0
54,Private,10,Unmarried,0,0,48,United-States,0,Some-college,0
40,Private,9,Unmarried,0,0,37,United-States,0,HS-grad,0
19,Private,10,Other-relative,0,0,25,United-States,0,Some-college,0
17,Private,7,Own-child,594,0,10,United-States,0,11th,0
33,Private,10,Husband,0,0,52,United-States,0,Some-college,0
80,Private,4,Not-in-family,0,0,24,United-States,0,7th - 8th,0
24,Self-emp-not-inc,9,Own-child,0,0,50,United-States,0,HS-grad,0
28,Private,13,Own-child,0,0,40,United-States,0,Bachelor,0
55,Private,9,Wife,0,0,30,United-States,1,HS-grad,1
21,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
51,Private,9,Not-in-family,0,0,38,United-States,0,HS-grad,0
19,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
42,Private,9,Not-in-family,0,0,24,United-States,0,HS-grad,0
60,Self-emp-not-inc,9,Husband,0,0,48,United-States,0,HS-grad,0
20,?,10,Own-child,0,0,40,United-States,0,Some-college,0
51,Private,9,Not-in-family,0,0,40,United-States,0,HS-grad,0
21,Private,10,Own-child,0,0,40,United-States,0,Some-college,0
37,State-gov,10,Husband,0,0,40,United-States,0,Some-college,0
26,Private,9,Not-in-family,0,0,52,United-States,0,HS-grad,0
42,Federal-gov,14,Not-in-family,14084,0,60,United-States,1,Masters,1
40,Private,10,Husband,0,0,40,United-States,1,Some-college,0
55,Private,14,Husband,0,0,40,United-States,1,Masters,1
33,Private,9,Not-in-family,0,0,32,United-States,0,HS-grad,0
62,Private,9,Husband,0,1977,60,United-States,0,HS-grad,1
47,Private,6,Unmarried,0,0,30,United-States,0, 10th,0
26,Private,8,Other-relative,0,0,51,United-States,0,12th,0
59,Private,9,Unmarried,0,0,20,Puerto-Rico,0,HS-grad,0
70,Local-gov,10,Not-in-family,0,0,17,United-States,0,Some-college,0
26,Private,10,Not-in-family,0,0,20,United-States,0,Some-college,0
47,Private,6,Husband,0,0,65,United-States,0, 10th,0
25,Private,14,Not-in-family,0,0,43,United-States,0,Masters,0
52,Self-emp-inc,15,Husband,15024,0,60,United-States,1,Prof-school,1
46,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
67,Private,6,Husband,0,0,20,United-States,0, 10th,0
34,Private,14,Husband,0,0,50,United-States,1,Masters,1
53,State-gov,10,Other-relative,4650,0,40,United-States,0,Some-college,0
22,Private,13,Not-in-family,0,0,35,United-States,0,Bachelor,0
39,Local-gov,9,Own-child,0,0,42,United-States,0,HS-grad,0
54,Self-emp-not-inc,9,Husband,0,0,35,United-States,0,HS-grad,0
24,Private,13,Husband,0,0,40,United-States,0,Bachelor,0
37,Private,9,Unmarried,0,0,38,United-States,0,HS-grad,0
38,Private,6,Not-in-family,0,2559,90,United-States,0, 10th,1
41,Local-gov,14,Not-in-family,0,0,40,United-States,0,Masters,0
36,Private,9,Husband,0,0,33,United-States,0,HS-grad,0
43,Private,11,Husband,15024,0,40,United-States,1,Assoc-voc,1
39,Private,13,Not-in-family,0,0,40,United-States,0,Bachelor,0
26,Private,13,Own-child,0,0,45,United-States,0,Bachelor,0
49,Local-gov,14,Not-in-family,4650,0,40,United-States,0,Masters,0
37,Self-emp-not-inc,13,Husband,0,0,55,United-States,1,Bachelor,1
43,Private,10,Husband,0,0,50,United-States,1,Some-college,1
54,Federal-gov,9,Husband,0,0,40,United-States,1,HS-grad,1
53,Self-emp-inc,3,Husband,0,0,40,Mexico,1,5th-6th,1
57,Local-gov,14,Husband,0,0,60,United-States,0,Masters,0
28,Private,13,Husband,0,0,40,United-States,1,Bachelor,1
29,Private,13,Husband,0,0,40,United-States,0,Bachelor,0
21,Private,9,Own-child,0,0,40,United-States,0,HS-grad,0
51,Private,9,Husband,0,0,40,United-States,0,HS-grad,0
46,State-gov,9,Husband,0,0,40,United-States,0,HS-grad,0
